//this config file was auto-generated by Excel2lua tool do not modify it!
Id,EffectType,TargetType,Condition,TriggerKeyframe,Param1,Param2,Param3,Param4,Param5,Param6
1221303,1,3,,0,1,70,3,18.5,,
1221401,2,1,,562,103008,,,,,
1221402,1,3,,0,1,0,1,0,,
1221403,1,3,,0,1,0,1,0,,
1221404,1,3,,0,1,0,1,0,,
1221405,1,3,,0,1,0,1,0,,
1221406,1,3,,0,1,0,3,18.5,,
1222101,1,3,,0,1,2,1,0,,
1222102,1,3,,0,1,2,1,0,,
1222103,1,3,,0,1,2,1,0,,
1222104,1,3,,0,1,2,1,0,,
1222105,1,3,,0,1,2,1,0,,
1222106,1,3,,0,1,2,1,0,,
1222107,1,3,,0,1,2,1,0,,
1222108,1,3,,0,1,2,1,0,,
1222109,1,3,,0,1,2,1,0,,
1222110,1,3,,0,1,2,1,0,,
1222201,1,3,,0,1,3,1,0,,
1222202,2,3,,62,103006,,,,,
1222203,1,3,,0,1,3,1,0,,
1222204,1,3,,0,1,3,1,0,,
1222205,1,3,,0,1,3,1,0,,
1222206,1,3,,0,1,3,1,0,,
1222207,1,3,,0,1,3,1,0,,
1222208,1,3,,0,1,3,1,0,,
1222209,1,3,,0,1,3,1,0,,
1222210,1,3,,0,1,3,1,0,,
1222211,1,3,,0,1,3,1,0,,
1222212,1,3,,0,1,3,1,0,,
1222213,1,3,,0,1,3,1,0,,
1222214,1,3,,0,1,4,3,18.5,,
1222301,1,3,,0,1,30,4,50,,
1222302,3,3,,0,12220303,,,,,
1222303,2,1,,46,103008,,,,,
1222304,1,3,,0,1,30,3,18.5,,
1240101,1,3,,0,1,6,1,0,,
1240102,1,3,,0,1,6,1,0,,
1240103,1,3,,0,1,8,2,0,,
1240104,2,3,10205,0,106009,,,,,
1240201,2,3,10200,41,106009,,,,,
1240202,2,9,10205,0,106011,,,,,
1240203,1,3,,0,1,10,1,0,,
1240204,1,3,,0,1,10,1,0,,
1240205,1,3,,0,1,10,2,0,,
1240206,1,3,,0,1,10,3,18.5,,
1240301,1,3,,0,1,8,1,0,,
1240302,1,3,,0,1,8,1,0,,
1240303,1,3,,0,1,8,1,0,,
1240304,1,3,,0,1,8,1,0,,
1240305,3,3,10203,0,12400303,,,,,
1240306,2,3,,0,106012,,,,,
1240307,1,3,,0,1,8,2,0,,
1240601,1,3,,0,1,0,1,0,,
1240602,1,3,,0,1,0,1,0,,
1240603,1,3,,0,1,0,1,0,,
1240604,1,3,,0,1,0,1,0,,
1240605,2,3,,289,106002,,,,,
1240606,2,3,,289,106003,,,,,
1240607,2,3,,289,106008,,,,,
1240608,2,1,,0,106014,,,,,
1241101,1,3,,0,1,6,1,0,,
1241102,1,3,,0,1,6,1,0,,
1241103,1,3,,0,1,8,2,0,,
1241104,2,3,10205,0,106009,,,,,
1241201,2,3,10200,0,106009,,,,,
1241202,2,9,10205,0,106011,,,,,
1241203,1,3,,0,1,10,1,0,,
1241204,1,3,,0,1,10,1,0,,
1241205,1,3,,0,1,10,2,0,,
1241206,1,3,,0,1,10,3,18.5,,
1241301,1,3,,0,1,8,1,0,,
1241302,1,3,,0,1,8,1,0,,
1241303,1,3,,0,1,8,1,0,,
1241304,1,3,,0,1,8,1,0,,
1241305,3,3,10203,0,12400303,,,,,
1241306,2,3,,0,106012,,,,,
1241307,1,3,,0,1,8,2,0,,
1211101,1,3,,0,1,10,2,0,,
1211102,1,3,,0,1,10,2,0,,
1211103,1,3,,0,2,10,2,0,,
1211201,1,3,,0,1,10,2,0,,
1211202,2,1,,34,102007,,,,,
1211203,1,3,,0,1,10,2,0,,
1211204,1,3,,0,1,10,2,0,,
1211205,1,3,,0,2,10,2,0,,
1211301,1,3,,0,1,10,2,0,,
1211302,1,3,,0,1,10,2,0,,
1211303,1,3,,0,1,10,2,0,,
1211304,1,3,,0,1,10,2,0,,
1211305,1,3,,0,1,10,2,0,,
1211306,1,3,,0,1,10,2,0,,
1211307,1,3,,0,1,10,2,0,,
1211308,1,3,,0,2,10,3,18.5,,
1211309,2,1,,140,102009,,,,,
1211501,2,1,,384,102006,,,,,
1211502,1,3,,0,62,0,2,0,,
1211503,1,3,,0,62,0,2,0,,
1211504,1,3,,0,62,0,2,0,,
1211505,1,3,,0,62,0,2,0,,
1211506,1,3,,0,62,0,2,0,,
1211507,1,3,,0,62,0,2,0,,
1211508,1,3,,0,62,0,2,0,,
1211509,1,3,,0,62,0,2,0,,
1211510,1,3,,0,62,0,2,0,,
1211511,1,3,,0,62,0,2,0,,
1211512,1,3,,0,375,0,2,0,,
1201101,1,3,,0,1,10,2,0,,
1201102,1,3,,0,1,10,2,0,,
1201103,1,3,,0,2,10,2,0,,
1201201,2,9,10200,0,101008,,,,,
1201202,1,3,,0,1,20,2,0,,
1201203,3,3,10200,0,12010302,,,,,
1201204,1,3,,0,1,20,4,40,,
1201301,2,1,,0,101011,120,,,,
1201401,1,3,,0,1,0,2,0,,
1201402,1,3,,0,1,0,2,0,,
1201403,1,3,,0,1,0,2,0,,
1201404,1,3,,0,1,0,2,0,,
1201405,2,4,,434,101013,,,,,
1231101,1,3,,0,1,4,2,0,,
1231102,1,3,,0,1,4,2,0,,
1231103,1,3,,0,2,4,2,0,,
1231104,1,3,,0,1,4,2,0,,
1231105,1,3,,0,2,4,2,0,,
1231201,1,3,,0,1,8,1,0,,
1231202,1,3,,0,1,8,1,0,,
1231203,1,3,,0,1,8,1,0,,
1231204,1,3,,0,1,8,1,0,,
1231205,1,3,,0,1,8,1,0,,
1231206,2,3,,114,104003,,,,,
1231207,2,3,,0,104002,,,,,
1231301,2,9,,122,104005,40,,,,
1231401,2,9,,430,104006,,,,,
1250101,1,3,,0,1,2,1,0,,
1250102,1,3,,0,1,2,1,0,,
1250103,1,3,,0,1,2,1,0,,
1250104,1,3,,0,1,2,1,0,,
1250105,1,3,,0,1,2,1,0,,
1250106,1,3,,0,1,2,1,0,,
1250107,1,3,,0,1,2,1,0,,
1250108,1,3,,0,1,2,1,0,,
1250109,1,3,,0,1,2,1,0,,
1250110,1,3,,0,1,2,1,0,,
1250201,1,3,,0,1,3,1,0,,
1250202,2,1,,62,103013,,,,,
1250203,1,3,,0,1,3,1,0,,
1250204,1,3,,0,1,3,1,0,,
1250205,1,3,,0,1,3,1,0,,
1250206,1,3,,0,1,3,1,0,,
1250207,1,3,,0,1,3,1,0,,
1250208,1,3,,0,1,3,1,0,,
1250209,1,3,,0,1,3,1,0,,
1250210,1,3,,0,1,3,1,0,,
1250211,1,3,,0,1,3,1,0,,
1250212,1,3,,0,1,3,1,0,,
1250213,1,3,,0,1,3,1,0,,
1250214,1,3,,0,1,4,3,18.5,,
1250301,1,3,,0,1,30,4,50,,
1250302,3,3,32601,0,12500303,,,,,
1250303,1,3,,0,1,70,3,18.5,,
1250401,2,1,32602,0,103014,,,,,
1250402,1,3,,0,1,0,1,0,,
1250403,1,3,,0,1,0,1,0,,
1250404,1,3,,0,1,0,1,0,,
1250405,1,3,,0,1,0,1,0,,
1250406,1,3,,0,1,0,3,18.5,,
1260101,1,3,,0,1,10,2,0,,
1260102,1,3,,0,1,10,2,0,,
1260103,1,3,,0,2,10,2,0,,
1260201,2,1,,0,101021,120,,,,
1260202,2,1,,0,101022,120,,,,
1260301,1,3,,0,1,20,2,0,,
1260302,3,3,,0,12600302,,,,,
1260303,1,3,,0,1,20,4,40,,
1260401,2,4,22002,16,101018,,,,,
1260402,1,3,,0,1,0,2,0,,
1260403,1,3,,0,1,0,2,0,,
1260404,1,3,,0,1,0,2,0,,
1260405,1,3,,0,1,0,2,0,,
1270101,1,3,,0,1,3,1,0,,
1270201,1,3,,0,1,3,1,0,,
1270202,1,3,,0,1,3,1,0,,
1270203,2,2,10200,108,109001,,,,,
1270301,1,3,,0,1,3,1,0,,
1270302,1,3,,0,1,3,1,0,,
1270303,1,3,,0,1,3,1,0,,
1270304,1,3,,0,1,3,2,0,,
1270305,2,1,,0,109002,,,,,
1270306,2,9,,0,109003,,,,,
1270307,2,1,,0,109004,,,,,
1270401,1,3,,0,1,3,1,0,,
1270402,2,4,,316,109011,,,,,
1280101,1,3,,0,1,6,1,0,,
1280102,1,3,,0,1,6,1,0,,
1280103,1,3,,0,1,8,2,0,,
1280201,1,3,,0,1,10,1,0,,
1280202,1,3,,0,1,10,2,0,,
1280203,2,3,,41,106017,,,,,
1280301,2,1,,0,106019,,,,,
1280302,1,3,,0,1,8,1,0,,
1280303,1,3,,0,1,8,1,0,,
1280304,1,3,,0,1,8,1,0,,
1280305,1,3,,0,1,8,1,0,,
1280306,1,3,,0,1,8,3,18.5,,
1280401,2,1,,0,106024,,,,,
1280402,1,3,,0,1,0,1,0,,
1280403,1,3,,0,1,0,1,0,,
1280404,1,3,,0,1,0,1,0,,
1280405,1,3,,0,1,0,1,0,,
1290101,1,3,,0,1,4,2,0,,
1290102,1,3,,0,1,4,2,0,,
1290103,1,3,,0,2,4,2,0,,
1290104,1,3,,0,1,4,2,0,,
1290105,1,3,,0,2,4,2,0,,
1290201,1,3,,0,1,8,1,0,,
1290202,1,3,,0,1,8,1,0,,
1290203,1,3,,0,1,8,1,0,,
1290204,1,3,,0,1,8,1,0,,
1290205,1,3,,0,1,8,1,0,,
1290206,2,1,,0,111001,,,,,
1290301,2,1,,168,111002,,,,,
1290401,2,1,,426,111005,,,,,
1300101,1,3,,0,1,10,2,0,,
1300102,1,3,,0,1,10,2,0,,
1300103,1,3,,0,2,10,2,0,,
1300201,2,1,,0,112001,,,,,
1300202,1,3,,0,1,10,2,0,,
1300203,1,3,,0,1,10,2,0,,
1300204,1,3,,0,1,10,2,0,,
1300205,1,3,,0,2,10,2,0,,
1300301,2,9,,0,112003,,,,,
1300302,1,3,,0,1,10,2,0,,
1300303,1,3,,0,1,10,2,0,,
1300304,1,3,,0,1,10,2,0,,
1300305,1,3,,0,1,10,2,0,,
1300306,1,3,,0,1,10,2,0,,
1300307,1,3,,0,1,10,2,0,,
1300308,1,3,,0,1,10,2,0,,
1300309,1,3,,0,2,10,3,18.5,,
1300501,2,2,,18,112004,,,,,
1300502,1,3,,0,62,0,2,0,,
1300503,1,3,,0,62,0,2,0,,
1300504,1,3,,0,62,0,2,0,,
1310101,1,3,,0,1,20,2,0,,
1310201,1,3,,0,1,30,2,0,,
1310301,2,1,,0,131001,,2,0,,
1310302,1,3,,0,1,50,2,0,,
1310401,1,3,,0,1,0,2,0,,
1310402,1,3,,0,1,0,2,0,,
1310403,2,1,,350,131002,,2,0,,
1330101,1,3,,0,1,7,2,0,,
1330102,1,3,,0,1,7,2,0,,
1330103,1,3,,0,1,7,2,0,,
1330201,1,3,,0,1,5,2,0,,
1330202,1,3,,0,1,5,2,0,,
1330203,1,3,,0,1,5,2,0,,
1330204,1,3,,0,1,5,2,0,,
1330205,1,3,,0,1,5,2,0,,
1330206,1,3,,0,1,5,2,0,,
1330301,1,3,,0,1,4,2,0,,
1330302,1,3,,0,1,4,2,0,,
1330303,1,3,,0,1,4,2,0,,
1330304,1,3,,0,1,4,2,0,,
1330305,1,3,,0,1,4,2,0,,
1330306,1,3,,0,1,4,2,0,,
1330307,3,3,1330307,0,13300303,,,,,
1330308,1,3,,0,1,4,2,0,,
1330309,1,3,,0,1,4,2,0,,
1330310,1,3,,0,1,4,2,0,,
1330311,1,3,,0,1,4,2,0,,
1330401,1,3,,0,1,0,2,0,,
1330402,1,3,,0,1,0,2,0,,
1330403,1,3,,0,1,0,2,0,,
1340101,1,3,,0,1,5,2,0,,
1340102,1,3,,0,1,5,2,0,,
1340103,1,3,,0,1,5,2,0,,
1340104,1,3,,0,1,5,2,0,,
1340201,1,3,,0,1,4,2,0,,
1340202,1,3,,0,1,4,2,0,,
1340203,1,3,,0,1,4,2,0,,
1340204,1,3,,0,1,4,2,0,,
1340205,1,3,,0,1,4,2,0,,
1340206,3,3,10200,0,13400302,,,,,
1340207,1,3,,0,1,4,2,0,,
1340208,1,3,,0,1,4,2,0,,
1340301,2,3,1340301,0,134001,,2,0,,
1340302,1,3,,0,1,6,2,0,,
1340303,1,3,,0,1,6,2,0,,
1340304,1,3,,0,1,6,2,0,,
1340305,1,3,,0,1,6,2,0,,
1340306,1,3,,0,1,6,2,0,,
1340401,1,3,,0,1,0,2,0,,
1340402,1,3,,0,1,0,2,0,,
1340403,1,3,,0,1,0,2,0,,
1340404,1,3,,0,1,0,2,0,,
1340405,1,3,,0,1,0,2,0,,
1340406,1,3,,0,1,0,2,0,,
1340407,1,3,,0,1,0,2,0,,
1340408,1,3,,0,1,0,2,0,,
1360101,1,3,,0,1,20,2,0,,
1360201,1,3,,0,1,40,2,0,,
1360202,2,1,,108,136001,,2,0,,
1360301,2,1,1360301,0,136002,,2,0,,
1360302,1,3,,0,1,50,2,0,,
1360401,1,3,,0,1,0,2,0,,
1360402,2,1,,331,136004,,2,0,,
1370101,1,3,,0,1,5,2,0,,
1370102,1,3,,0,1,5,2,0,,
1370103,1,3,,0,1,5,2,0,,
1370104,1,3,,0,1,5,2,0,,
1370201,2,9,,0,137001,,2,0,,
1370202,1,3,,0,1,6,2,0,,
1370203,1,3,,0,1,6,2,0,,
1370204,1,3,,0,1,6,2,0,,
1370205,1,3,,0,1,6,2,0,,
1370206,1,3,,0,1,6,2,0,,
1370301,2,9,,0,137002,,2,0,,
1370302,1,3,,0,1,6,2,0,,
1370303,1,3,,0,1,6,2,0,,
1370304,1,3,,0,1,6,2,0,,
1370305,1,3,,0,1,6,2,0,,
1370306,1,3,,0,1,6,2,0,,
1370401,1,3,,0,1,0,2,0,,
1370402,1,3,,0,1,0,2,0,,
1370403,1,3,,0,1,0,2,0,,
1370404,2,3,,286,137003,,2,0,,
1320101,1,3,,0,1,20,2,0,,
1320201,1,3,,0,1,40,2,0,,
1320202,2,1,,52,132001,,2,0,,
1320301,2,1,,0,132002,,2,0,,
1320302,1,3,,0,1,50,2,0,,
1320401,2,1,,0,132003,,2,0,,
1320402,2,1,,0,132004,,2,0,,
1320403,1,3,,0,1,0,2,0,,
1350101,1,3,,0,1,5,2,0,,
1350102,1,3,,0,1,5,2,0,,
1350103,1,3,,0,1,5,2,0,,
1350104,1,3,,0,1,5,2,0,,
1350201,1,3,,0,1,5,2,0,,
1350202,1,3,,0,1,5,2,0,,
1350203,1,3,,0,1,5,2,0,,
1350204,1,3,,0,1,5,2,0,,
1350205,1,3,,0,1,5,2,0,,
1350206,1,3,,0,1,5,2,0,,
1350207,2,1,,0,135001,,2,0,,
1350301,2,1,1350301,0,135002,,2,0,,
1350302,1,3,,0,1,5,2,0,,
1350303,1,3,,0,1,5,2,0,,
1350304,1,3,,0,1,5,2,0,,
1350305,1,3,,0,1,5,2,0,,
1350306,1,3,,0,1,5,2,0,,
1350307,1,3,,0,1,5,2,0,,
1350308,1,3,,0,1,5,2,0,,
1350309,1,3,,0,1,5,2,0,,
1350401,1,3,,0,1,0,2,0,,
1350402,2,1,,11,135003,,2,0,,
1350403,2,4,,0,135004,,2,0,,
1390101,1,3,,0,1,20,2,0,,
1390102,2,3,,84,139001,,2,0,,
1390103,2,1,,84,139002,,2,0,,
1390201,2,6,,34,139003,,2,0,,
1390301,2,1,,140,139004,,2,0,,
1390302,1,3,,0,1,40,2,0,,
1390401,1,3,,0,1,0,2,0,,
1421101,1,3,,0,1,7,1,0,,
1421102,1,3,,0,1,7,1,0,,
1421103,1,3,,0,1,7,1,0,,
1421104,1,3,,0,1,7,1,0,,
1421201,1,3,,0,1,7,1,0,,
1421202,1,3,,0,1,7,1,0,,
1421203,1,3,,0,1,7,1,0,,
1421204,1,3,,0,1,7,1,0,,
1421205,1,3,,0,1,7,1,0,,
1421206,1,3,,0,1,7,1,0,,
1421207,1,3,,0,1,7,1,0,,
1421301,1,3,,0,1,30,4,50,,
1421302,3,3,1421302,0,14210303,,,,,
1421303,1,3,,0,1,60,3,18.5,,
1421304,2,1,,0,142103,,2,0,,
1421401,1,3,,0,1,0,2,0,,
1421402,1,3,,0,1,0,2,0,,
1421403,1,3,,0,1,0,2,0,,
1421404,1,3,,0,1,0,2,0,,
1421405,1,3,,0,1,0,2,0,,
1421406,2,1,,405,142102,,2,0,,
1421407,2,2,,0,282101,,2,0,,
1411101,1,3,,0,1,7,1,0,,
1411102,1,3,,0,1,7,1,0,,
1411103,1,3,,0,1,7,1,0,,
1411201,1,3,,0,1,6,1,0,,
1411202,1,3,,0,1,6,1,0,,
1411203,1,3,,0,1,6,1,0,,
1411204,1,3,,0,1,6,1,0,,
1411205,3,3,,0,14110302,,,,,
1411206,1,3,,0,1,6,1,0,,
1411207,2,9,,0,141101,,2,0,,
1411301,1,3,,0,1,5,1,0,,
1411302,1,3,,0,1,5,1,0,,
1411303,1,3,,0,1,5,1,0,,
1411304,1,3,,0,1,5,1,0,,
1411305,1,3,,0,1,5,1,0,,
1411306,1,3,,0,1,5,3,18.5,,
1411307,2,3,,142,141105,,2,0,,
1411401,1,3,,0,1,0,2,0,,
1411402,1,3,,0,1,0,2,0,,
1411403,1,3,,0,1,0,2,0,,
1431101,1,3,,0,1,20,1,0,,
1431201,2,6,,49,143101,,2,0,,
1431202,2,6,,49,143102,,2,0,,
1431203,2,2,,49,143107,,2,0,,
1431301,1,3,,0,1,50,1,0,,
1431302,2,3,,86,143103,,2,0,,
1431303,2,3,,86,143104,,2,0,,
1431401,2,9,,256,143106,,2,0,,
1401101,1,3,,0,1,7,1,0,,
1401102,1,3,,0,1,7,1,0,,
1401103,1,3,,0,1,7,1,0,,
1401201,1,3,,0,1,30,1,0,,
1401202,2,3,,0,140101,,2,0,,
1401301,1,3,,0,1,20,1,0,,
1401302,2,3,,0,140103,,2,0,,
1401303,3,3,1401303,0,14010303,,,,,
1401304,1,3,,0,1,30,4,40,,
1401401,1,3,,0,1,0,1,0,,
1401402,1,3,,0,1,0,1,0,,
1401403,1,3,,0,1,0,1,0,,
1401404,1,3,,0,1,0,1,0,,
1401405,2,1,,350,140105,,2,0,,
1401406,2,1,,284,140106,,2,0,,
1401407,2,1,,284,140109,,2,0,,
1441101,1,3,,0,1,7,1,0,,
1441102,1,3,,0,1,7,1,0,,
1441103,1,3,,0,1,7,1,0,,
1441201,1,3,,0,1,4,1,0,,
1441202,1,3,,0,1,4,1,0,,
1441203,1,3,,0,1,4,1,0,,
1441204,1,3,,0,1,4,1,0,,
1441205,1,3,,0,1,4,1,0,,
1441206,2,9,,0,144101,,2,0,,
1441207,3,3,,0,14410302,,,,,
1441208,1,3,,0,1,6,1,0,,
1441301,1,3,,0,1,6,1,0,,
1441302,1,3,,0,1,6,1,0,,
1441303,1,3,,0,1,6,1,0,,
1441304,1,3,,0,1,6,1,0,,
1441305,1,3,,0,1,6,1,0,,
1441306,2,9,,0,144102,,2,0,,
1441401,1,3,,0,1,0,1,0,,
1441402,1,3,,0,1,0,1,0,,
1441403,1,3,,0,1,0,1,0,,
1441404,1,3,,0,1,0,1,0,,
1451101,1,3,,0,1,7,1,0,,
1451102,1,3,,0,1,7,1,0,,
1451103,1,3,,0,1,7,1,0,,
1451201,1,3,,0,1,6,1,0,,
1451202,1,3,,0,1,6,1,0,,
1451203,1,3,,0,1,6,1,0,,
1451204,1,3,,0,1,6,1,0,,
1451205,2,1,,0,145001,,2,0,,
1451301,1,3,,0,1,5,1,0,,
1451302,1,3,,0,1,5,1,0,,
1451303,1,3,,0,1,5,1,0,,
1451304,1,3,,0,1,5,1,0,,
1451305,1,3,,0,1,5,1,0,,
1451306,1,3,,0,1,5,3,18.5,,
1451401,1,3,,0,1,0,2,0,,
1451402,1,3,,0,1,0,2,0,,
1451403,2,1,,0,145004,,2,0,,
1461101,1,3,,0,1,7,1,0,,
1461102,1,3,,0,1,7,1,0,,
1461103,1,3,,0,1,7,1,0,,
1461201,1,3,,0,1,30,1,0,,
1461202,2,3,,48,146002,,2,0,,
1461301,1,3,,0,1,20,1,0,,
1461302,2,3,,65,146001,,2,0,,
1461401,1,3,,0,1,0,1,0,,
1461402,1,3,,0,1,0,1,0,,
1461403,2,4,,0,146004,,2,0,,
1471101,1,3,,0,1,7,1,0,,
1471102,1,3,,0,1,7,1,0,,
1471103,1,3,,0,1,7,1,0,,
1471104,1,3,,0,1,7,1,0,,
1471105,1,3,,0,1,7,1,0,,
1471106,1,3,,0,1,7,1,0,,
1471107,1,3,,0,1,7,1,0,,
1471108,1,3,,0,1,7,1,0,,
1471109,1,3,,0,1,7,1,0,,
1471110,1,3,,0,1,7,1,0,,
1471201,1,3,,0,1,7,1,0,,
1471202,1,3,,0,1,7,1,0,,
1471203,1,3,,0,1,7,1,0,,
1471204,1,3,,0,1,7,1,0,,
1471205,1,3,,0,1,7,1,0,,
1471206,1,3,,0,1,7,1,0,,
1471207,1,3,,0,1,7,1,0,,
1471208,1,3,,0,1,7,1,0,,
1471209,1,3,,0,1,7,1,0,,
1471210,1,3,,0,1,7,1,0,,
1471211,1,3,,0,1,7,1,0,,
1471212,1,3,,0,1,7,1,0,,
1471213,1,3,,0,1,7,1,0,,
1471301,1,3,,0,1,30,4,50,,
