//this config file was auto-generated by Excel2lua tool do not modify it!
Id,LinkSkillID,SkillGrade,SkillCd,SkillCost,HurtRate,RecoverRate,DefIgnore,LogicId1,LogicId2,LogicId3,LogicId4,LogicId5,LogicId6,LogicId7,LogicId8,LogicId9,LogicId10,LogicId11,LogicId12,LogicId13,LogicId14
68,10600105,1,1000,0,1,0,0,1060501,1060502,1060503,1060504,1060505,,,,,,,,,
69,10600201,1,18000,200,5,0,0,1060601,1060602,1060603,1060604,,,,,,,,,,
70,12210101,1,5000,2,1,0,0,1221101,1221102,1221103,1221104,1221105,1221106,1221107,1221108,1221109,1221110,,,,
71,12210102,1,5000,3,1.5,0,0,1221201,1221202,1221203,1221204,1221205,1221206,1221207,1221208,1221209,1221210,1221211,1221212,1221213,1221214
72,12210103,1,12000,6,1.5,0,0,1221301,1221302,,,,,,,,,,,,
73,12210303,1,5000,0,2,0,0,1221303,,,,,,,,,,,,,
74,12210201,1,12000,160,5,0,0,1221401,1221402,1221403,1221404,1221405,1221406,,,,,,,,
75,12220101,1,5000,2,1,0,0,1222101,1222102,1222103,1222104,1222105,1222106,1222107,1222108,1222109,1222110,,,,
76,12220102,1,5000,3,1.5,0,0,1222201,1222202,1222203,1222204,1222205,1222206,1222207,1222208,1222209,1222210,1222211,1222212,1222213,1222214
77,12220103,1,5000,6,1.5,0,0,1222301,1222302,,,,,,,,,,,,
78,12220303,1,5000,0,2,0,0,1222303,1222304,,,,,,,,,,,,
79,12400101,1,5000,2,1,0,0,1240101,1240102,1240103,,,,,,,,,,,
80,12400102,1,12000,3,1.5,0,0,1240201,1240203,1240204,1240205,1240206,,,,,,,,,
81,12400103,1,35000,3,1.5,0,0,1240301,1240302,1240303,1240304,1240305,,,,,,,,,
82,12400303,1,5000,0,1,0,0,1240306,1240307,,,,,,,,,,,,
83,12400201,1,35000,120,6,0,0,1240601,1240602,1240603,1240604,1240605,1240606,1240607,,,,,,,
84,12410101,1,5000,2,1,0,0,1241101,1241102,1241103,,,,,,,,,,,
85,12410102,1,12000,3,1.5,0,0,1241201,1241203,1241204,1241205,1241206,,,,,,,,,
86,12410103,1,5000,3,1.5,0,0,1241301,1241302,1241303,1241304,1241305,,,,,,,,,
87,12410303,1,5000,0,1,0,0,1241306,1241307,,,,,,,,,,,,
88,12110101,1,5000,3,1.5,0,0,1211101,1211102,1211103,,,,,,,,,,,
89,12110102,1,12000,4,1,0,0,1211201,1211202,1211203,1211204,1211205,,,,,,,,,
90,12110103,1,12000,8,4,0,0,1211301,1211302,1211303,1211304,1211305,1211306,1211307,1211308,1211309,,,,,
91,12110201,1,32000,240,2,0,0,1211501,1211502,1211503,1211504,1211505,1211506,1211507,1211508,1211509,1211510,1211511,1211512,,
92,12010101,1,5000,3,1.5,0,0,1201101,1201102,1201103,,,,,,,,,,,
93,12010102,1,35000,4,1,0,0,1201201,1201202,1201203,,,,,,,,,,,
94,12010302,1,0,0,1,0,0,1201204,,,,,,,,,,,,,
95,12010103,1,35000,0,3,0,0,1201301,,,,,,,,,,,,,
96,12010201,1,30000,120,0.2,0,0,1201401,1201402,1201403,1201404,1201405,,,,,,,,,
97,12310101,1,5000,2,1,0,0,1231101,1231102,1231103,1231104,1231105,,,,,,,,,
98,12310102,1,35000,4,2,0,0,1231201,1231202,1231203,1231204,1231205,1231206,,,,,,,,
99,12310103,1,35000,4,0.5,0,0,1231301,,,,,,,,,,,,,
100,12310201,1,30000,120,0,0,0,1231401,,,,,,,,,,,,,
101,12500101,1,0,2,1,0,0,1250101,1250102,1250103,1250104,1250105,1250106,1250107,1250108,1250109,1250110,,,,
102,12500102,1,12000,3,1.5,0,0,1250201,1250202,1250203,1250204,1250205,1250206,1250207,1250208,1250209,1250210,1250211,1250212,1250213,1250214
103,12500103,1,35000,4,0.5,0,0,1250301,1250302,,,,,,,,,,,,
104,12500303,1,0,0,1.5,0,0,1250303,,,,,,,,,,,,,
105,12500201,1,30000,160,6,0,0,1250401,1250402,1250403,1250404,1250405,1250406,,,,,,,,
106,12600101,1,5000,2,1,0,0,1260101,1260102,1260103,,,,,,,,,,,
107,12600102,1,35000,1,0.5,0,0,1260201,1260202,,,,,,,,,,,,
108,12600103,1,35000,4,1.5,0,0,1260301,1260302,,,,,,,,,,,,
109,12600302,1,0,0,1.5,0,0,1260303,,,,,,,,,,,,,
110,12600201,1,30000,120,5,0,0,1260401,1260402,1260403,1260404,1260405,,,,,,,,,
111,12700101,1,5000,2,1,0,0,1270101,,,,,,,,,,,,,
112,12700102,1,35000,4,2,0,0,1270203,1270201,1270202,,,,,,,,,,,
113,12700103,1,35000,0,0.5,0,0,1270305,1270306,1270307,1270301,1270302,1270303,1270304,,,,,,,
114,12700201,1,30000,120,5,0,0,1270401,1270402,,,,,,,,,,,,
115,12800101,1,12000,6,3,0,0,1280101,1280102,1280103,,,,,,,,,,,
116,12800102,1,35000,3,1,0,0,1280201,1280202,1280203,,,,,,,,,,,
117,12800103,1,35000,3,1,0,0,1280301,1280302,1280303,1280304,1280305,1280306,,,,,,,,
118,12800201,1,35000,120,6,0,0,1280401,1280402,1280403,1280404,1280405,,,,,,,,,
119,12900101,1,5000,2,1,0,0,1290101,1290102,1290103,1290104,1290105,,,,,,,,,
120,12900102,1,12000,2,1,0,0,1290206,1290201,1290202,1290203,1290204,1290205,,,,,,,,
121,12900103,1,12000,1,0,0,0,1290301,,,,,,,,,,,,,
122,12900201,1,30000,120,0,0,0,1290401,,,,,,,,,,,,,
123,13000101,1,5000,2,1,0,0,1300101,1300102,1300103,,,,,,,,,,,
124,13000102,1,12000,2,1,0,0,1300201,1300202,1300203,1300204,1300205,,,,,,,,,
125,13000103,1,12000,3,1.5,0,0,1300301,1300302,1300303,1300304,1300305,1300306,1300307,1300308,1300309,,,,,
126,13000201,1,30000,240,5,0,0,1300501,1300502,1300503,1300504,,,,,,,,,,
127,13100101,1,5000,2,1,0,0,1310101,,,,,,,,,,,,,
128,13100102,1,12000,3,1.5,0,0,1310201,,,,,,,,,,,,,
129,13100103,1,35000,5,2.5,0,0,1310301,1310302,,,,,,,,,,,,
130,13100201,1,40000,120,2,0,0,1310401,1310402,1310403,,,,,,,,,,,
131,13300101,1,5000,2,1,0,0,1330101,1330102,1330103,,,,,,,,,,,
132,13300102,1,12000,3,1.5,0,0,1330201,1330202,1330203,1330204,1330205,1330206,,,,,,,,
133,13300103,1,35000,4,2,0,0,1330301,1330302,1330303,1330304,1330305,1330306,1330307,,,,,,,
134,13300303,1,0,0,1,0,0,1330308,1330309,1330310,1330311,,,,,,,,,,
135,13300201,1,30000,120,5,0,0,1330401,1330402,1330403,,,,,,,,,,,
136,13400101,1,5000,2,0.5,0,0,1340101,1340102,1340103,1340104,,,,,,,,,,
137,13400102,1,12000,3,0.5,0,0,1340201,1340202,1340203,1340204,1340205,1340206,,,,,,,,
138,13400302,1,25000,0,0.5,0,0,1340207,1340208,,,,,,,,,,,,
139,13400103,1,0,3,1,0,0,1340301,1340302,1340303,1340304,1340305,1340306,,,,,,,,
140,13400201,1,30000,120,5,0,0,1340401,1340402,1340403,1340404,1340405,1340406,1340407,1340408,,,,,,
141,13600101,1,5000,2,1,0,0,1360101,,,,,,,,,,,,,
142,13600102,1,35000,4,2,0,0,1360201,1360202,,,,,,,,,,,,
143,13600103,1,35000,5,2.5,0,0,1360301,1360302,,,,,,,,,,,,
144,13600201,1,30000,120,4,0,0,1360401,1360402,,,,,,,,,,,,
145,13700101,1,5000,2,0.3,0,0,1370101,1370102,1370103,1370104,,,,,,,,,,
146,13700102,1,12000,3,0.5,0,0,1370201,1370202,1370203,1370204,1370205,1370206,,,,,,,,
147,13700103,1,12000,3,0.5,0,0,1370301,1370302,1370303,1370304,1370305,1370306,,,,,,,,
148,13700201,1,30000,120,2,0,0,1370401,1370402,1370403,1370404,,,,,,,,,,
149,13200101,1,5000,2,1,0,0,1320101,,,,,,,,,,,,,
150,13200102,1,12000,4,2,0,0,1320201,1320202,,,,,,,,,,,,
151,13200103,1,35000,5,2.5,0,0,1320301,1320302,,,,,,,,,,,,
152,13200201,1,30000,120,5,0,0,1320401,1320402,1320403,,,,,,,,,,,
153,13500101,1,5000,2,1,0,0,1350101,1350102,1350103,1350104,,,,,,,,,,
154,13500102,1,12000,3,1.5,0,0,1350201,1350202,1350203,1350204,1350205,1350206,1350207,,,,,,,
155,13500103,1,35000,4,2,0,0,1350301,1350302,1350303,1350304,1350305,1350306,1350307,1350308,1350309,,,,,
156,13500201,1,30000,120,1,0,0,1350401,1350402,1350403,,,,,,,,,,,
157,13900101,1,5000,2,1,0,0,1390101,1390102,1390103,,,,,,,,,,,
158,13900102,1,35000,2,1,0,0,1390201,,,,,,,,,,,,,
159,13900103,1,12000,4,2,0,0,1390301,1390302,,,,,,,,,,,,
160,13900201,1,30000,120,5,0,0,1390401,,,,,,,,,,,,,
161,14210101,1,5000,2,0.5,0,0,1421101,1421102,1421103,1421104,,,,,,,,,,
162,14210102,1,12000,3,0.75,0,0,1421201,1421202,1421203,1421204,1421205,1421206,1421207,,,,,,,
163,14210103,1,35000,4,1.5,0,0,1421301,1421302,1421304,,,,,,,,,,,
164,14210303,1,0,0,2.25,0,0,1421303,,,,,,,,,,,,,
165,14210201,1,30000,160,5,0,0,1421401,1421402,1421403,1421404,1421405,1421406,1421407,,,,,,,
166,14110101,1,5000,2,0.3,0,0,1411101,1411102,1411103,,,,,,,,,,,
167,14110102,1,12000,3,0.25,0,0,1411201,1411202,1411203,1411204,1411205,1411207,,,,,,,,
168,14110302,1,12000,0,0.25,0,0,1411206,,,,,,,,,,,,,
169,14110103,1,35000,3,0.5,0,0,1411301,1411302,1411303,1411304,1411305,1411306,1411307,,,,,,,
170,14110201,1,30000,160,5,0,0,1411401,1411402,1411403,,,,,,,,,,,
171,14310101,1,5000,2,1,0,0,1431101,,,,,,,,,,,,,
172,14310102,1,35000,3,0,0,0,1431201,1431202,1431203,,,,,,,,,,,
173,14310103,1,35000,5,1,0,0,1431301,1431302,,,,,,,,,,,,
174,14310201,1,30000,120,0,0,0,1431401,,,,,,,,,,,,,
175,14010101,1,5000,2,1.5,0,0,1401101,1401102,1401103,,,,,,,,,,,
176,14010102,1,12000,3,2.25,0,0,1401201,1401202,,,,,,,,,,,,
177,14010103,1,35000,5,1.5,0,0,1401301,1401303,,,,,,,,,,,,
178,14010303,1,0,0,1.5,0,5000,1401304,,,,,,,,,,,,,
179,14010201,1,30000,120,2,0,0,1401401,1401402,1401403,1401404,1401405,1401406,1401407,,,,,,,
180,14410101,1,5000,2,0.5,0,0,1441101,1441102,1441103,,,,,,,,,,,
181,14410102,1,12000,2,0.25,0,0,1441206,1441201,1441202,1441203,1441204,1441205,1441207,,,,,,,
182,14410302,1,0,0,0.25,0,0,1441208,,,,,,,,,,,,,
183,14410103,1,12000,3,0.75,0,0,1441306,1441301,1441302,1441303,1441304,1441305,,,,,,,,
184,14410104,1,20000,3,0.75,0,0,1060401,1060402,,,,,,,,,,,,
185,14410105,1,20000,3,0.75,0,0,1060501,1060502,1060503,1060504,1060505,,,,,,,,,
186,14410201,1,35000,120,2,0,0,1441401,1441402,1441403,1441404,,,,,,,,,,
187,14510101,1,5000,2,1.2,0,0,1451101,1451102,1451103,,,,,,,,,,,
188,14510102,1,12000,3,2.25,0,0,1451201,1451202,1451203,1451204,1451205,,,,,,,,,
189,14510103,1,35000,3,2.25,0,0,1451301,1451302,1451303,1451304,1451305,1451306,,,,,,,,
190,14510201,1,30000,160,5,0,0,1451401,1451402,1451403,,,,,,,,,,,
191,14610101,1,5000,2,1.5,0,0,1461101,1461102,1461103,,,,,,,,,,,
192,14610102,1,12000,3,2.25,0,0,1461201,1461202,,,,,,,,,,,,
193,14610103,1,35000,5,2.5,0,0,1461301,1461302,,,,,,,,,,,,
194,14610201,1,30000,120,3.5,0,0,1461401,1461402,1461403,,,,,,,,,,,
195,14710101,1,5000,2,0.5,0,0,1471101,1471102,1471103,1471104,1471105,1471106,1471107,1471108,1471109,1471110,,,,
196,14710102,1,12000,3,0.75,0,0,1471201,1471202,1471203,1471204,1471205,1471206,1471207,1471208,1471209,1471210,1471211,1471212,1471213,
197,14710103,1,35000,4,1.5,0,0,1471301,1471302,,,,,,,,,,,,
198,14710303,1,0,0,2.25,0,0,1471303,,,,,,,,,,,,,
199,14710201,1,30000,160,5,0,0,1471401,1471402,1471403,1471404,1471405,,,,,,,,,
200,14810101,1,5000,2,0.5,0,0,1481101,1481102,1481103,,,,,,,,,,,
201,14810102,1,35000,1,0.25,0,0,1481201,1481202,1481203,1481204,,,,,,,,,,
202,14810103,1,12000,3,0.75,0,0,1481301,1481302,1481303,1481304,,,,,,,,,,
203,14810201,1,35000,120,2,0,0,1481401,1481402,1481403,1481404,1481405,,,,,,,,,
204,14910101,1,5000,2,0.5,0,0,1491101,,,,,,,,,,,,,
205,14910102,1,12000,2,0.25,0,0,1491201,1491202,1491203,1491204,1491205,,,,,,,,,
206,14910103,1,12000,3,0.75,0,0,1491301,1491302,1491303,1491304,1491305,1491306,,,,,,,,
207,14910201,1,35000,120,5,0,0,1491401,1491402,,,,,,,,,,,,
208,15010101,1,5000,2,0.3,0,0,1501101,1501102,1501103,,,,,,,,,,,
209,15010102,1,12000,3,0.25,0,0,1501201,1501202,1501203,1501204,1501205,,,,,,,,,
210,15010103,1,35000,3,0.5,0,0,1501301,1501302,1501303,1501304,1501305,1501306,1501307,,,,,,,
211,15010201,1,30000,160,5,0,0,1501401,1501402,1501403,,,,,,,,,,,
212,15110101,1,5000,2,1.5,0,0,1511101,1511102,1511103,,,,,,,,,,,
213,15110102,1,12000,3,2.25,0,0,1511201,1511202,,,,,,,,,,,,
214,15110103,1,35000,5,1.5,0,0,1511301,1511302,,,,,,,,,,,,
215,15110201,1,30000,120,2,0,0,1511401,1511402,,,,,,,,,,,,
216,15200101,1,5000,2,1,0,0,1520101,1520102,,,,,,,,,,,,
217,15200102,1,35000,3,0.8,0,0,1520201,,,,,,,,,,,,,
218,15200103,1,35000,5,0,0,0,,,,,,,,,,,,,,
219,15200201,1,30000,120,0,0,0,1520401,,,,,,,,,,,,,
220,15300101,1,5000,2,1.5,0,0,1530101,1530102,,,,,,,,,,,,
221,15300102,1,12000,3,2.25,0,0,1530201,1530202,,,,,,,,,,,,
222,15300103,1,35000,5,1.5,0,0,1530301,1530302,,,,,,,,,,,,
223,15300201,1,30000,120,2,0,0,1530401,1530402,1530403,,,,,,,,,,,
224,27010101,1,0,0,0.8,0,0,2701101,2701102,,,,,,,,,,,,
225,27010111,1,0,0,0.8,0,0,2701101,2701102,,,,,,,,,,,,
226,27010121,1,0,0,0.8,0,0,2701101,2701102,,,,,,,,,,,,
227,27010102,1,0,0,0.9,0,0,2701201,2701202,2701203,,,,,,,,,,,
228,27010171,1,0,0,0,0,0,2701301,,,,,,,,,,,,,
229,27020101,1,0,0,1,0,0,2702101,,,,,,,,,,,,,
230,27020111,1,0,0,1,0,0,2702101,,,,,,,,,,,,,
231,27020121,1,0,0,1,0,0,2702101,,,,,,,,,,,,,
232,27020102,1,0,0,1,0,0,2702201,2702202,2702203,2702204,,,,,,,,,,
233,27020103,1,0,0,1,0,0,2702301,,,,,,,,,,,,,
234,27020104,1,0,0,2.5,0,0,2702401,2702402,2702403,2702404,2702405,,,,,,,,,
235,27020105,1,0,0,0.8,0,0,2702501,2702502,2702503,2702504,2702505,,,,,,,,,
236,27020172,1,0,0,0.9,0,0,2702601,2702602,2702603,2702604,2702605,,,,,,,,,
237,27020173,1,0,0,0.9,0,0,2702701,2702702,2702703,2702704,2702705,,,,,,,,,
238,27020174,1,0,0,0,1,0,2702801,,,,,,,,,,,,,
239,27020106,1,0,0,1,0,0,2702901,2702902,,,,,,,,,,,,
240,27040101,1,0,0,0.8,0,0,2704101,2704102,,,,,,,,,,,,
241,27040111,1,0,0,0.8,0,0,2704101,2704102,,,,,,,,,,,,
242,27040121,1,0,0,0.8,0,0,2704101,2704102,,,,,,,,,,,,
243,27040102,1,0,0,0.9,0,0,2704201,2704202,2704203,2704204,,,,,,,,,,
244,27040171,1,0,0,0.8,0,0,2704171,2704172,2704173,,,,,,,,,,,
245,27040103,1,0,0,6,0,0,2704101,2704102,,,,,,,,,,,,
246,27040173,1,0,0,10,0,0,2704301,2704302,,,,,,,,,,,,
247,27030101,1,0,0,0.8,0,0,2731101,,,,,,,,,,,,,
248,27030102,1,0,0,0.9,0,0,2731201,2731202,2731203,2731204,,,,,,,,,,
249,27030103,1,0,0,0.8,0,0,2731301,,,,,,,,,,,,,
250,27030104,1,0,0,1,0,0,2731401,2731402,2731403,2731404,,,,,,,,,,
251,27030105,1,0,0,0.9,0,0,2731501,2731502,2731503,,,,,,,,,,,
252,27030106,1,0,0,0.5,0,0,2731405,2731402,2731403,2731404,,,,,,,,,,
253,27030107,1,0,0,0.25,0,0,2731501,2731502,2731503,,,,,,,,,,,
254,27030108,1,0,0,1.5,0,0,2731601,2731602,2731603,,,,,,,,,,,
255,27030109,1,0,0,0.25,0,0,2731701,2731702,,,,,,,,,,,,
256,27030172,1,0,0,0.25,0,0,2731801,2731802,2731803,2731804,2731805,,,,,,,,,
257,27030110,1,0,0,0.25,0,0,2731901,2731902,2731903,2731904,,,,,,,,,,
258,27030111,1,0,0,0.9,0,0,2732001,2732002,2732003,2732004,,,,,,,,,,
259,27030112,1,0,0,0.8,0,0,2732101,2732102,,,,,,,,,,,,
260,28050101,1,0,0,0.8,0,0,2805101,,,,,,,,,,,,,
261,28050102,1,0,0,0.8,0,0,2805201,2805202,2805203,,,,,,,,,,,
262,28050103,1,0,0,0.8,0,0,2805301,2805302,2805303,2805304,,,,,,,,,,
263,28050104,1,0,0,0.8,0,0,2805401,,,,,,,,,,,,,
264,28050105,1,0,0,1.5,0,0,2805501,2805502,2805503,2805504,,,,,,,,,,
265,28050106,1,0,0,1.2,0,0,2805601,2805602,2805603,2805604,2805605,,,,,,,,,
266,28050107,1,0,0,0.5,0,0,2805701,2805702,,,,,,,,,,,,
267,28050501,1,0,0,0,0,0,2805801,,,,,,,,,,,,,
268,28060101,1,0,0,1,0,0,2861101,2861102,2861103,,,,,,,,,,,
269,28060102,1,0,0,1.2,0,0,2861201,,,,,,,,,,,,,
270,28060103,1,0,0,2,0,0,2861301,,,,,,,,,,,,,
271,28060104,1,0,0,1,0,0,2861401,2861402,,,,,,,,,,,,
272,28060105,1,0,0,1.2,0,0,2861501,,,,,,,,,,,,,
273,28060106,1,0,0,2,0,0,2861601,,,,,,,,,,,,,
274,28060172,1,0,0,1.2,0,0,2861701,2861702,,,,,,,,,,,,
275,28060107,1,0,0,1.2,0,0,2861801,,,,,,,,,,,,,
276,28060108,1,0,0,1.2,0,0,2861901,,,,,,,,,,,,,
277,28060109,1,0,0,1.2,0,0,2862001,,,,,,,,,,,,,
278,28060110,1,0,0,2,0,0,2863001,2863002,,,,,,,,,,,,
279,28050108,1,0,0,0.8,0,0,2862101,,,,,,,,,,,,,
280,28050109,1,0,0,3.2,0,0,2862201,2862202,2862203,2862204,,,,,,,,,,
281,28050110,1,0,0,2.6,0,0,2862301,2862302,2862303,2862304,2862305,,,,,,,,,
282,28050111,1,0,0,0.3,0,0,2862401,2862402,,,,,,,,,,,,
283,28070101,1,0,0,1,0,0,2807101,,,,,,,,,,,,,
284,28070201,1,0,0,1,0,0,2807201,2807202,2807203,2807204,,,,,,,,,,
285,28080101,1,0,0,1,0,0,2808101,,,,,,,,,,,,,
286,28090101,1,0,0,1,0,0,2809101,2809102,,,,,,,,,,,,
287,28090201,1,0,0,3,0,0,2809201,,,,,,,,,,,,,
288,28100101,1,0,0,1,0,0,2810101,,,,,,,,,,,,,
289,28100201,1,0,0,0.3,0,0,2810201,2810202,2810203,2810204,,,,,,,,,,
290,28110101,1,0,0,0.15,0,0,2811101,2811102,,,,,,,,,,,,
291,28120101,1,0,0,1,0,0,2812101,2812102,2812103,,,,,,,,,,,
292,28130101,1,0,0,0.7,0,0,2813101,2813102,,,,,,,,,,,,
293,28130201,1,0,0,0.8,0,0,2813201,,,,,,,,,,,,,
294,28140101,1,0,0,1,0,0,2814101,,,,,,,,,,,,,
295,28140201,1,0,0,1,0,0,2814201,2814202,2814203,2814204,,,,,,,,,,
296,28150101,1,0,0,1,0,0,2815101,2815102,,,,,,,,,,,,
297,28150201,1,0,0,1,0,0,2815201,2815202,2815203,,,,,,,,,,,
298,28160101,1,0,0,0.7,0,0,2816101,2816102,,,,,,,,,,,,
299,28160201,1,0,0,0.8,0,0,2816201,,,,,,,,,,,,,
300,28160301,1,0,0,0.8,0,0,2816301,,,,,,,,,,,,,
301,28170101,1,0,0,0.3,0,0,2817101,2817102,2817103,,,,,,,,,,,
302,28170201,1,0,0,0.3,0,0,2817201,2817202,2817203,2817204,,,,,,,,,,
303,28180101,1,0,0,0.8,0,0,2818101,2818102,2818103,,,,,,,,,,,
304,28230101,1,0,0,0.8,0,0,2823101,2823102,2823103,,,,,,,,,,,
305,28190101,1,0,0,0.5,0,0,2819101,2819102,2819103,,,,,,,,,,,
306,28190201,1,0,0,3,0,0,2819201,2819202,2819203,,,,,,,,,,,
307,28200101,1,0,0,1,0,0,2820101,,,,,,,,,,,,,
308,28200201,1,0,0,0.2,0,0,2820201,2820202,2820203,2820204,2820205,,,,,,,,,
309,28210101,1,0,0,0.8,0,0,2821101,2821102,,,,,,,,,,,,
310,28220101,1,0,0,0.8,0,0,2822101,2822102,,,,,,,,,,,,
