//this config file was auto-generated by Excel2lua tool do not modify it!
Id,Name,SkillViewId,SkillElement,SkillType,AttackType,TargetType,SkillTimeline,CameraCareWeight,IsAddSequence,AccumulateReadyTime,AccumulateTime,HasFinalFlag,SkillCameraType,SkillCameraFix,SkillEffectTipsHitCount
12220101,,12210101,1,1,1,2,tl_0200_12220101_01,1,1,,,0,1,,
12220102,,12210102,1,1,1,2,tl_0200_12220102_01,1,1,,,0,1,,
12220103,,12210103,1,1,1,2,tl_0200_12220103_01,1,1,,,0,1,,
12220303,,,1,3,1,2,tl_0200_12220303_01,1,1,,,0,1,,
12400101,,12400101,1,1,1,2,tl_0200_12400101_01,1,1,,,0,1,,
12400102,,12400102,1,1,1,2,tl_0200_12400102_01,1,1,,,0,1,,
12400103,,12400103,1,1,1,2,tl_0200_12400103_01,1,1,,,0,1,,
12400303,,,1,3,1,2,tl_0200_12400303_01,1,1,,,0,1,,
12400201,,12400201,1,2,2,4,tl_0200_12400201_01,1,1,,,0,2,,
12410101,,12400101,1,1,1,2,tl_0200_12400101_01,1,1,,,0,1,,
12410102,,12400102,1,1,1,2,tl_0200_12400102_01,1,1,,,0,1,,
12410103,,12400103,1,1,1,2,tl_0200_12400103_01,1,1,,,0,1,,
12410303,,,1,3,1,2,tl_0200_12400303_01,1,1,,,0,1,,
12110101,,12110101,1,1,1,2,tl_0200_12110101_01,1,1,,,0,1,,
12110102,,12110102,1,1,1,2,tl_0200_12110102_01,1,1,,,0,1,,
12110103,,12110103,1,1,1,2,tl_0200_12110103_01,1,1,,,0,1,,
12110201,,12110201,1,2,1,4,tl_0200_12110201_01,1,1,,,0,1,,
12010101,,12010101,3,1,2,2,tl_0200_12010101_01,1,1,,,0,2,,
12010102,,12010102,3,1,2,2,tl_0200_12010103_01,1,1,,,0,2,,
12010302,,,3,3,2,2,tl_0200_12010303_01,1,1,,,0,2,,
12010103,,12010103,3,1,2,3,tl_0200_12010102_01,1,1,,,0,2,,
12010201,,12010201,3,2,2,2,tl_0200_12010201_01,1,1,,,0,2,,
12310101,,12310101,3,1,2,2,tl_0200_12310101_01,1,1,,,0,2,,
12310102,,12310102,3,1,2,2,tl_0200_12310102_01,1,1,,,0,2,,
12310103,,12310103,3,1,2,3,tl_0200_12310103_01,1,1,,,0,2,,
12310201,,12310201,3,2,2,2,tl_0200_12310201_01,1,1,,,0,2,,
12500101,,12500101,1,1,1,2,tl_0200_12500101_01,1,1,,,0,1,,
12500102,,12500102,1,1,1,2,tl_0200_12500102_01,1,1,,,0,1,,
12500103,,12500103,1,1,1,2,tl_0200_12500103_01,1,1,,,0,1,,
12500303,,,1,3,1,2,tl_0200_12500303_01,1,1,,,0,1,,
12500201,,12500201,1,2,1,2,tl_0200_12500201_01,1,1,,,0,1,,
12600101,,12600101,4,1,2,2,tl_0200_12600101_01,1,1,,,0,2,,
12600102,,12600102,4,1,2,3,tl_0200_12600102_01,1,1,,,0,2,,
12600103,,12600103,4,1,2,2,tl_0200_12600103_01,1,1,,,0,2,,
12600302,,,4,3,2,2,tl_0200_12600303_01,1,1,,,0,2,,
12600201,,12600201,4,2,2,2,tl_0200_12600201_01,1,1,,,0,2,,
12700101,,12700101,1,1,1,2,tl_0200_12700101_01,1,1,,,0,1,,
12700102,,12700102,1,1,1,2,tl_0200_12700104_01,1,1,,,0,1,,
12700103,,12700103,1,1,1,2,tl_0200_12700105_01,1,1,,,0,1,,
12700201,,12700201,1,2,2,4,tl_0200_12700201_01,1,1,,,0,2,,
12800101,,12800101,3,1,1,2,tl_0200_12800101_01,1,1,,,0,1,,
12800102,,12800102,3,1,1,2,tl_0200_12800104_01,1,1,,,0,1,,
12800103,,12800103,3,1,1,2,tl_0200_12800105_01,1,1,,,0,1,,
12800201,,12800201,3,2,2,4,tl_0200_12800201_01,1,1,,,0,2,,
12900101,,12900101,3,1,2,2,tl_0200_12900101_01,1,1,,,0,2,,
12900102,,12900102,3,1,2,2,tl_0200_12900102_01,1,1,,,0,2,,
12900103,,12900103,3,1,2,3,tl_0200_12900103_01,1,1,,,0,2,,
12900201,,12900201,3,2,2,3,tl_0200_12900201_01,1,1,,,0,2,,
13000101,,13000101,2,1,1,2,tl_0200_13000101_01,1,1,,,0,1,,
13000102,,13000102,2,1,1,2,tl_0200_13000102_01,1,1,,,0,1,,
13000103,,13000103,2,1,1,2,tl_0200_13000103_01,1,1,,,0,1,,
13000201,,13000201,2,2,1,2,tl_0200_13000201_01,1,1,,,0,1,,
13100101,,13100101,1,1,2,2,tl_0200_13100101_01,1,1,,,0,2,,
13100102,,13100102,1,1,2,2,tl_0200_13100102_01,1,1,,,0,2,,
13100103,,13100103,1,1,2,2,tl_0200_13100103_01,1,1,,,0,2,,
13100201,,13100201,1,2,2,2,tl_0200_13100201_01,1,1,,,0,2,,
13300101,,13300101,2,1,1,2,tl_0200_13300101_01,1,1,,,0,1,,
13300102,,13300102,2,1,1,2,tl_0200_13300103_01,1,1,,,0,1,,
13300103,,13300103,2,1,1,2,tl_0200_13300102_01,1,1,,,0,1,,10
13300303,,,2,3,1,2,tl_0200_13300302_01,1,1,,,0,1,,
13300201,,13300201,2,2,1,2,tl_0200_13300201_01,1,1,,,0,1,,
13400101,,13400101,2,1,1,2,tl_0200_13400101_01,1,1,,,0,1,,
13400102,,13400102,2,1,1,2,tl_0200_13400103_01,1,1,,,0,1,,0
13400302,,,2,3,1,2,tl_0200_13400303_01,1,1,,,0,1,,
13400103,,13400103,2,1,1,2,tl_0200_13400102_01,1,1,,,0,1,,1
13400201,,13400201,2,2,1,2,tl_0200_13400201_01,1,1,,,0,1,,
13600101,,13600101,3,1,1,2,tl_0200_13600101_01,1,1,,,0,1,,
13600102,,13600102,3,1,1,2,tl_0200_13600104_01,1,1,,,0,1,,
13600103,,13600103,3,1,1,2,tl_0200_13600103_01,1,1,,,0,1,,
13600201,,13600201,3,2,1,2,tl_0200_13600201_01,1,1,,,0,1,,
13700101,,13700101,3,1,1,2,tl_0200_13700102_01,1,1,,,0,1,,
13700102,,13700102,3,1,1,2,tl_0200_13700103_01,1,1,,,0,1,,0
13700103,,13700103,3,1,1,2,tl_0200_13700105_01,1,1,,,0,1,,1
13700201,,13700201,3,2,2,2,tl_0200_13700201_01,1,1,,,0,2,,
13200101,,13200101,4,1,2,2,tl_0200_13200101_01,1,1,,,0,2,,
13200102,,13200102,4,1,2,2,tl_0200_13200102_01,1,1,,,0,2,,
13200103,,13200103,4,1,2,2,tl_0200_13200103_01,1,1,,,0,2,,
13200201,,13200201,4,2,2,2,tl_0200_13200201_01,1,1,,,0,2,,
13500101,,13500101,3,1,1,2,tl_0200_13500103_01,1,1,,,0,1,,
13500102,,13500102,3,1,1,2,tl_0200_13500101_01,1,1,,,0,1,,
13500103,,13500103,3,1,1,2,tl_0200_13500102_01,1,1,,,0,1,,
13500201,,13500201,3,2,1,2,tl_0200_13500201_01,1,1,,,0,1,,
13900101,,13900101,4,1,1,2,tl_0200_13900101_01,1,1,,,0,1,,
13900102,,13900102,4,1,1,2,tl_0200_13900102_01,1,1,,,0,1,,
13900103,,13900103,4,1,1,2,tl_0200_13900104_01,1,1,,,0,1,,
13900201,,13900201,4,2,1,2,tl_0200_13900201_01,1,1,,,0,1,,
14210101,,14210101,1,1,1,2,tl_0200_14210101_01,1,1,,,0,1,,
14210102,,14210102,1,1,1,2,tl_0200_14210102_01,1,1,,,0,1,,
14210103,,14210103,1,1,1,2,tl_0200_14210103_01,1,1,,,0,1,,10
14210303,,14210303,1,3,1,2,tl_0200_14210303_01,1,1,,,0,1,,
14210201,,14210201,1,2,1,2,tl_0200_14210201_01,1,1,,,0,1,,
14110101,,14110101,3,1,1,2,tl_0200_14110101_01,1,1,,,0,1,,
14110102,,14110102,3,1,1,2,tl_0200_14110102_01,1,1,,,0,1,,
14110302,,14110302,3,3,1,2,tl_0200_14110302_01,1,1,,,0,1,,
14110103,,14110103,3,1,1,2,tl_0200_14110103_01,1,1,,,0,1,,
14110201,,14110201,3,2,1,2,tl_0200_14110201_01,1,1,,,0,1,,
14310101,,14310101,2,1,2,2,tl_0200_14310101_01,1,1,,,0,2,,
14310102,,14310102,2,1,2,4,tl_0200_14310102_01,1,1,,,0,2,,
14310103,,14310103,2,1,2,2,tl_0200_14310103_01,1,1,,,0,2,,
14310201,,14310201,2,2,2,3,tl_0200_14310201_01,1,1,,,0,2,,
14010101,,14010101,4,1,2,2,tl_0200_14010101_01,1,1,,,0,2,,
14010102,,14010102,4,1,2,2,tl_0200_14010102_01,1,1,,,0,2,,
14010103,,14010103,4,1,2,2,tl_0200_14010103_01,1,1,,,0,2,,5
14010303,,14010303,4,3,2,2,tl_0200_14010303_01,1,1,,,0,2,,
14010201,,14010201,4,2,2,2,tl_0200_14010201_01,1,1,,,0,2,,
14410101,,14410101,2,1,1,2,tl_0200_14410101_01,1,1,,,0,1,,
14410102,,14410102,2,1,1,2,tl_0200_14410103_01,1,1,,,0,1,,
14410302,,,1,3,1,2,tl_0200_14410303_01,1,1,,,0,1,,
14410103,,14410103,2,1,1,2,tl_0200_14410105_01,1,1,,,0,1,,
14410104,,10600104,1,1,1,2,tl_0200_10600102_01,1,1,,,0,1,,
14410105,,10600105,1,1,1,2,tl_0200_10600105_01,1,1,,,0,1,,
14410201,,14410201,2,2,2,4,tl_0200_14410201_01,1,1,,,0,2,,
14510101,,14510101,4,1,1,2,tl_0200_14510101_01,1,1,,,0,1,,
14510102,,14510102,4,1,1,2,tl_0200_14510102_01,1,1,,,0,1,,
14510103,,14510103,4,1,1,2,tl_0200_14510103_01,1,1,,,0,1,,
14510201,,14510201,4,2,1,2,tl_0200_14510201_01,1,1,,,0,1,,
14610101,,14610101,2,1,2,2,tl_0200_14610101_01,1,1,,,0,2,,
14610102,,14610102,2,1,2,2,tl_0200_14610102_01,1,1,,,0,2,,
14610103,,14610103,2,1,2,2,tl_0200_14610103_01,1,1,,,0,2,,
14610201,,14610201,2,2,2,2,tl_0200_14610201_01,1,1,,,0,2,,
14710101,,14710101,1,1,1,2,tl_0200_14710101_01,1,1,,,0,1,,
14710102,,14710102,1,1,1,2,tl_0200_14710102_01,1,1,,,0,1,,
14710103,,14710103,1,1,1,2,tl_0200_14710103_01,1,1,,,0,1,,
14710303,,14210303,1,3,1,2,tl_0200_14710303_01,1,1,,,0,1,,
14710201,,14710201,1,2,1,2,tl_0200_14710201_01,1,1,,,0,1,,
14810101,,14810101,2,1,1,2,tl_0200_14810101_01,1,1,,,0,1,,
14810102,,14810102,2,1,1,2,tl_0200_14810102_01,1,1,,,0,1,,
14810103,,14810103,2,1,1,2,tl_0200_14810103_01,1,1,,,0,1,,
14810201,,14810201,2,2,2,4,tl_0200_14810201_01,1,1,,,0,2,,
14910101,,14910101,1,1,1,2,tl_0200_14900101_01,1,1,,,0,1,,
14910102,,14910102,1,1,1,2,tl_0200_14900102_01,1,1,,,0,1,,
14910103,,14910103,1,1,1,2,tl_0200_14900103_01,1,1,,,0,1,,
14910201,,14910201,1,2,1,2,tl_0200_14900201_01,1,1,,,0,1,,
15010101,,15010101,3,1,1,2,tl_0200_15010101_01,1,1,,,0,1,,
15010102,,15010102,3,1,1,2,tl_0200_15010102_01,1,1,,,0,1,,
15010103,,15010103,3,1,1,2,tl_0200_15010103_01,1,1,,,0,1,,
15010201,,15010201,3,2,1,2,tl_0200_15010201_01,1,1,,,0,1,,
15110101,,15110101,4,1,2,2,tl_0200_15110101_01,1,1,,,0,2,,
15110102,,15110102,4,1,2,2,tl_0200_15110102_01,1,1,,,0,2,,
15110103,,15110103,4,1,2,2,tl_0200_15110103_01,1,1,,,0,2,,
15110201,,15110201,4,2,2,2,tl_0200_15110201_01,1,1,,,0,2,,
15200101,,15200101,2,1,2,2,tl_0200_15300101_01,1,1,,,0,2,,
15200102,,15200102,2,1,2,2,tl_0200_15300102_01,1,1,,,0,2,,
15200103,,15200103,2,1,2,3,tl_0200_15300103_01,1,1,,,0,2,,
15200201,,15200201,2,2,2,3,tl_0200_15300201_01,1,1,,,0,2,,
15300101,,15300101,4,1,2,2,tl_0200_15200101_01,1,1,,,0,2,,
15300102,,15300102,4,1,2,2,tl_0200_15200103_01,1,1,,,0,2,,
15300103,,15300103,4,1,2,4,tl_0200_15200102_01,1,1,,,0,2,,
15300201,,15300201,4,2,2,4,tl_0200_15200201_01,1,1,,,0,2,,
27010101,,27030101,2,1,1,2,tl_0200_27010101_01,1,1,7500,4000,0,3,,
27010102,,27030101,2,1,1,2,tl_0200_27010102_01,1,1,7500,4000,0,3,,
27010111,,27030101,2,1,1,2,tl_0200_27010101_01,1,1,1500,4000,0,3,,
27010121,,27030101,2,1,1,2,tl_0200_27010101_01,1,1,13500,4000,0,3,,
27010171,,27010171,2,1,1,1,tl_0200_27010171_01,1,1,7500,4000,0,3,,
27020101,,27030101,2,1,1,2,tl_0200_27020101_01,1,1,0,4000,0,3,,
27020111,,27030101,2,1,1,2,tl_0200_27020101_01,1,1,1000,4000,0,3,,
27020121,,27030101,2,1,1,2,tl_0200_27020101_01,1,1,2000,4000,0,3,,
27020102,,27030101,2,1,1,2,tl_0200_27020102_01,1,1,7500,4000,0,3,,
27020103,,27020103,2,1,1,2,tl_0200_27020103_01,1,1,0,0,0,3,,
27020104,,27020104,2,1,1,2,tl_0200_27020104_01,1,1,7500,4000,0,3,,
27020105,,27030104,2,1,1,2,tl_0200_27020104_01,1,1,7500,4000,0,3,,
27020106,,27020106,2,1,1,4,tl_0200_27020103_01,1,1,5000,4000,0,6,,
27020172,,27020172,2,1,1,4,tl_0200_27020172_01,1,1,7500,4000,0,4,,
27020173,,27020173,2,1,1,2,tl_0200_27020173_01,1,1,7500,4000,0,3,,
27020174,,27020174,2,1,1,2,tl_0200_27020174_01,1,1,8000,4000,0,6,,
27040101,,27030101,2,1,1,2,tl_0200_27040101_01,1,1,11500,4000,0,5,,
27040111,,27030101,2,1,1,2,tl_0200_27040101_01,1,1,5500,4000,0,5,,
27040121,,27030101,2,1,1,2,tl_0200_27040101_01,1,1,17500,4000,0,5,,
27040102,,27030101,2,1,2,2,tl_0200_27040102_01,1,1,6000,4000,0,3,,
27040171,,27040171,2,1,2,2,tl_0200_27040171_01,1,1,7500,4000,0,3,,
27040103,,27030103,2,1,1,2,tl_0200_27040101_01,1,1,0,4000,0,3,,
27040173,,27040173,2,1,1,4,tl_0200_27040173_01,1,1,0,10000,0,4,,
27030101,,27030101,1,1,2,2,tl_0200_27030101_01,1,1,6000,4000,0,3,,
27030102,,27030102,1,1,2,4,tl_0200_27030102_01,1,1,7500,4000,0,4,,
27030103,,27030103,1,1,2,2,tl_0200_27030103_01,1,1,6000,4000,0,3,,
27030104,,27030104,1,1,2,4,tl_0200_27030102_01,1,1,7500,4000,0,4,,
27030105,,27030105,1,1,2,4,tl_0200_27030103_01,1,1,7500,4000,0,4,,
27030106,,27030102,1,1,2,4,tl_0200_27030102_01,1,1,7500,4000,0,4,,
27030107,,27030105,1,1,2,4,tl_0200_27030103_01,1,1,7500,4000,0,4,,
27030108,,27030104,1,1,2,4,tl_0200_27030102_01,1,1,12000,4000,0,4,,
27030109,,27030105,1,1,2,4,tl_0200_27030103_01,1,1,2000,4000,0,4,,
27030172,,27030172,1,1,2,4,tl_0200_27030172_01,1,1,7500,4000,0,4,,
27030110,,27030110,1,1,2,4,tl_0200_27030172_01,1,1,7500,4000,0,4,,
27030111,,27030102,1,1,2,4,tl_0200_27030102_01,1,1,7500,4000,0,4,,
27030112,,27030112,1,1,1,2,tl_0200_27030103_01,1,1,6000,4000,0,4,,
28050101,,27030101,2,1,1,2,tl_0200_28050101_01,1,1,6000,4000,0,4,,
28050102,,27030101,2,1,1,2,tl_0200_28050102_01,1,1,6000,4000,0,4,,
28050103,,27030101,2,1,1,2,tl_0200_28050103_01,1,1,6000,4000,0,4,,
28050104,,27030101,2,1,1,2,tl_0200_28050121_01,1,1,7500,4000,0,4,,
28050105,,27030101,2,1,1,2,tl_0200_28050122_01,1,1,6000,4000,0,4,,
28050106,,28050106,2,1,1,4,tl_0200_28050123_01,1,1,6000,4000,0,4,,
28050107,,28050107,2,1,1,4,tl_0200_28050124_01,1,1,6000,4000,0,4,,
28050108,,27030101,2,1,1,2,tl_0200_28050121_01,1,1,2000,4000,0,4,,
28050109,,27030101,2,1,1,2,tl_0200_28050122_01,1,1,2000,4000,0,4,,
28050110,,28050110,2,1,1,4,tl_0200_28050123_01,1,1,2000,4000,0,4,,
28050111,,28050111,2,1,1,4,tl_0200_28050124_01,1,1,0,0,0,6,,
28050501,,27030101,2,1,1,2,tl_0505_2800052_01,1,1,0,0,0,3,,
28060101,,28060101,1,1,2,2,tl_0200_28060101_01,1,1,6000,2000,0,3,,
28060102,,28060102,1,1,2,1,tl_0200_28060801_01,1,1,1000,1000,0,6,,
28060103,,28060103,1,1,2,4,tl_0200_28060102_01,1,1,0,0,0,4,,
28060104,,28060101,1,1,2,2,tl_0200_28060101_01,1,1,7500,4000,0,5,,
28060105,,28060102,1,1,2,1,tl_0200_28060801_01,1,1,1000,1000,0,6,,
28060106,,28060103,1,1,2,4,tl_0200_28060102_01,1,1,0,0,0,4,,
28060172,,28060102,1,1,2,1,tl_0200_28060172_01,1,1,1000,1000,0,6,,
28060107,,28060102,1,1,2,1,tl_0200_28060172_01,1,1,1000,1000,0,6,,
28060108,,28060102,1,1,2,1,tl_0200_28060172_01,1,1,1000,1000,0,6,,
28060109,,28060102,1,1,2,1,tl_0200_28060172_01,1,1,1000,1000,0,6,,
28060110,,28060103,1,1,2,4,tl_0200_28060102_01,1,1,6000,4000,0,4,,
28070101,,28060113,1,1,1,2,tl_0200_27020101_01,1,1,7500,4000,0,3,,
28070201,,27030103,1,1,1,2,tl_0200_27020102_01,1,1,7500,4000,0,3,,
28080101,,28060113,1,1,2,2,tl_0200_27030101_01,1,1,7500,4000,0,3,,
28090101,,28060113,1,1,2,2,tl_0200_28060101_01,1,1,7500,4000,0,5,,
28090201,,27030102,1,1,2,4,tl_0200_28060102_01,1,1,0,4000,0,4,,
28100101,,28060113,1,1,2,2,tl_0200_27030101_01,1,1,7500,4000,0,3,,
28100201,,28050107,1,1,2,4,tl_0200_27030172_01,1,1,7500,4000,0,4,,
28110101,,28060114,1,1,2,4,tl_0200_27030103_01,1,1,7500,4000,0,4,,
28120101,,28060114,1,1,1,2,tl_0200_27040101_01,1,1,7500,4000,0,5,,
28130101,,28060113,1,1,2,2,tl_0200_28060101_01,1,1,7500,4000,0,5,,
28130201,,27030102,1,1,2,4,tl_0200_28060102_01,1,1,0,0,0,4,,
28140101,,28060113,1,1,2,2,tl_0200_27030101_01,1,1,7500,4000,0,3,,
28140201,,28060102,1,1,2,4,tl_0200_27030102_01,1,1,7500,4000,0,4,,
28150101,,28060113,1,1,1,2,tl_0200_27010101_01,1,1,7500,4000,0,3,,
28150201,,28060113,1,1,1,2,tl_0200_27010102_01,1,1,7500,4000,0,3,,
28160101,,28060113,1,1,2,2,tl_0200_28060101_01,1,1,7500,4000,0,5,,
28160201,,27030102,1,1,2,4,tl_0200_28060102_01,1,1,0,0,0,4,,
28160301,,28060102,1,1,2,1,tl_0200_28060801_01,1,1,1000,1000,0,6,,
28170101,,28170101,1,1,2,2,tl_0200_27030101_01,1,1,7500,0,0,3,,
28170201,,28170201,1,1,2,4,tl_0200_27030172_01,1,1,7500,4000,0,4,,
28180101,,28180101,1,1,1,2,tl_0200_27010101_01,1,1,12000,4000,0,3,,
28230101,,28230101,1,1,1,2,tl_0200_27010101_01,1,1,12000,4000,0,3,,
28190101,,28190101,1,1,2,2,tl_0200_27030101_01,1,1,7500,4000,0,3,,
28190201,,28190201,1,1,2,4,tl_0200_27030172_01,1,1,0,12000,0,4,,
28200101,,28200101,1,1,2,2,tl_0200_27030101_01,1,1,7500,4000,0,3,,
28200201,,28200201,1,1,2,4,tl_0200_27030172_01,1,1,7500,4000,0,4,,
28210101,,28210101,1,1,1,2,tl_0200_27040101_01,1,1,7500,4000,0,5,,
28220101,,28220101,1,1,1,2,tl_0200_27010101_01,1,1,7500,4000,0,3,,
